sample_id,route,wav_path,backend,model_size,status,runtime_sec,text,error
controlled_route_sensitive_v1_0020,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk2.wav,faster-whisper,base,ok,1.6855,早睡點睡既然你是晚睡晚起的,
controlled_route_sensitive_v1_0021,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_mixed.wav,faster-whisper,base,ok,0.6213,哦不太一致我可以跟你解釋我只剩五班的時間必定也晚,
controlled_route_sensitive_v1_0021,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk1.wav,faster-whisper,base,ok,0.5022,哦不太一致我可以跟你解釋,
controlled_route_sensitive_v1_0021,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk2.wav,faster-whisper,base,ok,0.4219,你上班的時間必定也晚,
controlled_route_sensitive_v1_0021,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk2.wav,faster-whisper,base,ok,0.9241,"[SPEAKER_1] 哦不太一致我可以跟你解釋
[SPEAKER_2] 你上班的時間必定也晚",
controlled_route_sensitive_v1_0021,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk2.wav,faster-whisper,base,ok,0.9241,哦不太一致我可以跟你解釋你上班的時間必定也晚,
controlled_route_sensitive_v1_0022,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_mixed.wav,faster-whisper,base,ok,0.6814,你没有多两个小时但是你自己的什么都要了吗我可以给你下半的时间必定也晚,
controlled_route_sensitive_v1_0022,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk1.wav,faster-whisper,base,ok,0.6926,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释,
controlled_route_sensitive_v1_0022,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk2.wav,faster-whisper,base,ok,0.4532,你下班的時間必定也晚,
controlled_route_sensitive_v1_0022,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk2.wav,faster-whisper,base,ok,1.1458,"[SPEAKER_1] 你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释
[SPEAKER_2] 你下班的時間必定也晚",
controlled_route_sensitive_v1_0022,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk2.wav,faster-whisper,base,ok,1.1458,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释你下班的時間必定也晚,
controlled_route_sensitive_v1_0023,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_mixed.wav,faster-whisper,base,ok,0.5963,他让你在那个时间段里你是怎么农业之外的时间来过自己的生活的,
controlled_route_sensitive_v1_0023,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_spk1.wav,faster-whisper,base,ok,0.4837,他讓你在那個時間段裡擁有了自己,
controlled_route_sensitive_v1_0023,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_spk2.wav,faster-whisper,base,ok,0.4998,你是怎么多出恶爱的时间来过自己的生活的,
controlled_route_sensitive_v1_0023,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_spk2.wav,faster-whisper,base,ok,0.9835,"[SPEAKER_1] 他讓你在那個時間段裡擁有了自己
[SPEAKER_2] 你是怎么多出恶爱的时间来过自己的生活的",
controlled_route_sensitive_v1_0023,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_spk2.wav,faster-whisper,base,ok,0.9835,他讓你在那個時間段裡擁有了自己你是怎么多出恶爱的时间来过自己的生活的,
controlled_route_sensitive_v1_0024,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_mixed.wav,faster-whisper,base,ok,0.4831,那他這個自己是要刷兩個電視10點幾,
controlled_route_sensitive_v1_0024,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_spk1.wav,faster-whisper,base,ok,0.4719,哪怕自己是一个刷抖音的自己,
controlled_route_sensitive_v1_0024,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_spk2.wav,faster-whisper,base,ok,0.4938,意思是2点10点起,
controlled_route_sensitive_v1_0024,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_spk2.wav,faster-whisper,base,ok,0.9657,"[SPEAKER_1] 哪怕自己是一个刷抖音的自己
[SPEAKER_2] 意思是2点10点起",
controlled_route_sensitive_v1_0024,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_spk2.wav,faster-whisper,base,ok,0.9657,哪怕自己是一个刷抖音的自己意思是2点10点起,
controlled_route_sensitive_v1_0025,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_mixed.wav,faster-whisper,base,ok,0.5589,我往这里再车位8点水6点水,
controlled_route_sensitive_v1_0025,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_spk1.wav,faster-whisper,base,ok,0.4765,我往这里再稍微解释一下,
controlled_route_sensitive_v1_0025,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_spk2.wav,faster-whisper,base,ok,0.4134,跟8點睡6點起,
controlled_route_sensitive_v1_0025,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_spk2.wav,faster-whisper,base,ok,0.8899,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 跟8點睡6點起",
controlled_route_sensitive_v1_0025,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_spk2.wav,faster-whisper,base,ok,0.8899,我往这里再稍微解释一下跟8點睡6點起,
controlled_route_sensitive_v1_0026,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_mixed.wav,faster-whisper,base,ok,0.5263,其實部落跟藝術氧給了支配的,
controlled_route_sensitive_v1_0026,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_spk1.wav,faster-whisper,base,ok,0.4255,其实不落分也是一种样的,
controlled_route_sensitive_v1_0026,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_spk2.wav,faster-whisper,base,ok,0.408,我的個人是可以支配的,
controlled_route_sensitive_v1_0026,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_spk2.wav,faster-whisper,base,ok,0.8335,"[SPEAKER_1] 其实不落分也是一种样的
[SPEAKER_2] 我的個人是可以支配的",
controlled_route_sensitive_v1_0026,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_spk2.wav,faster-whisper,base,ok,0.8335,其实不落分也是一种样的我的個人是可以支配的,
controlled_route_sensitive_v1_0027,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_mixed.wav,faster-whisper,base,ok,0.4233,我都覺得晚睡晚室中,
controlled_route_sensitive_v1_0027,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_spk1.wav,faster-whisper,base,ok,0.492,光觉得晚睡晚写少夜,
controlled_route_sensitive_v1_0027,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_spk2.wav,faster-whisper,base,ok,0.4999,至常時間是一致的沒錯吧,
controlled_route_sensitive_v1_0027,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_spk2.wav,faster-whisper,base,ok,0.9919,"[SPEAKER_1] 光觉得晚睡晚写少夜
[SPEAKER_2] 至常時間是一致的沒錯吧",
controlled_route_sensitive_v1_0027,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_spk2.wav,faster-whisper,base,ok,0.9919,光觉得晚睡晚写少夜至常時間是一致的沒錯吧,
controlled_route_sensitive_v1_0028,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_mixed.wav,faster-whisper,base,ok,0.5014,我多的两个小时我多的两个小时,
controlled_route_sensitive_v1_0028,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_spk1.wav,faster-whisper,base,ok,1.2469,哇 吹早期也沒完,
controlled_route_sensitive_v1_0028,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_spk2.wav,faster-whisper,base,ok,0.4212,我多的两个小时,
controlled_route_sensitive_v1_0028,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_spk2.wav,faster-whisper,base,ok,1.6681,"[SPEAKER_1] 哇 吹早期也沒完
[SPEAKER_2] 我多的两个小时",
controlled_route_sensitive_v1_0028,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_spk2.wav,faster-whisper,base,ok,1.6681,哇吹早期也沒完我多的两个小时,
controlled_route_sensitive_v1_0029,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_mixed.wav,faster-whisper,base,ok,0.6262,因为你可以早睡早期你方是药那它是怎么环节我们的空虚的,
controlled_route_sensitive_v1_0029,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_spk1.wav,faster-whisper,base,ok,0.4792,因為你可以早睡早起,
controlled_route_sensitive_v1_0029,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_spk2.wav,faster-whisper,base,ok,0.5706,那它是怎么环节我们的空虚的,
controlled_route_sensitive_v1_0029,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_spk2.wav,faster-whisper,base,ok,1.0498,"[SPEAKER_1] 因為你可以早睡早起
[SPEAKER_2] 那它是怎么环节我们的空虚的",
controlled_route_sensitive_v1_0029,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_spk2.wav,faster-whisper,base,ok,1.0498,因為你可以早睡早起那它是怎么环节我们的空虚的,
controlled_route_sensitive_v1_0030,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_mixed.wav,faster-whisper,base,ok,0.6281,因为你可以为了身体健康,
controlled_route_sensitive_v1_0030,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_spk1.wav,faster-whisper,base,ok,0.4802,因为你可以为了身体健康,
controlled_route_sensitive_v1_0030,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_spk2.wav,faster-whisper,base,ok,0.4327,沒問題沒問題先不著急,
controlled_route_sensitive_v1_0030,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_spk2.wav,faster-whisper,base,ok,0.9129,"[SPEAKER_1] 因为你可以为了身体健康
[SPEAKER_2] 沒問題沒問題先不著急",
controlled_route_sensitive_v1_0030,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_spk2.wav,faster-whisper,base,ok,0.9129,因为你可以为了身体健康沒問題沒問題先不著急,
controlled_route_sensitive_v1_0031,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_mixed.wav,faster-whisper,base,ok,0.5308,怎麼會臉順因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v1_0031,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_spk1.wav,faster-whisper,base,ok,1.1454,咱睡點睡,
controlled_route_sensitive_v1_0031,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_spk2.wav,faster-whisper,base,ok,0.6016,因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v1_0031,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_spk2.wav,faster-whisper,base,ok,1.747,"[SPEAKER_1] 咱睡點睡
[SPEAKER_2] 因為有一個前提性的問題沒有討論",
controlled_route_sensitive_v1_0031,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_spk2.wav,faster-whisper,base,ok,1.747,咱睡點睡因為有一個前提性的問題沒有討論,
controlled_route_sensitive_v1_0032,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_mixed.wav,faster-whisper,base,ok,0.7546,哦不太一致我可以跟你自己我可能熬夜嘴的熬夜就是晚睡晚起是吧,
controlled_route_sensitive_v1_0032,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_spk1.wav,faster-whisper,base,ok,0.7688,哦不太一致我可以跟你解釋,
controlled_route_sensitive_v1_0032,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_spk2.wav,faster-whisper,base,ok,0.616,直在讲熬夜嘴的熬夜就是晚睡晚起是吧,
controlled_route_sensitive_v1_0032,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_spk2.wav,faster-whisper,base,ok,1.3848,"[SPEAKER_1] 哦不太一致我可以跟你解釋
[SPEAKER_2] 直在讲熬夜嘴的熬夜就是晚睡晚起是吧",
controlled_route_sensitive_v1_0032,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_spk2.wav,faster-whisper,base,ok,1.3848,哦不太一致我可以跟你解釋直在讲熬夜嘴的熬夜就是晚睡晚起是吧,
controlled_route_sensitive_v1_0033,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_mixed.wav,faster-whisper,base,ok,0.682,你没有多两个小时但是你自己的什么你多了什么我给你解决,
controlled_route_sensitive_v1_0033,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_spk1.wav,faster-whisper,base,ok,0.7953,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释,
controlled_route_sensitive_v1_0033,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_spk2.wav,faster-whisper,base,ok,0.5934,"好,我先聊完,稍微玩",
controlled_route_sensitive_v1_0033,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_spk2.wav,faster-whisper,base,ok,1.3887,"[SPEAKER_1] 你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释
[SPEAKER_2] 好,我先聊完,稍微玩",
controlled_route_sensitive_v1_0033,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_spk2.wav,faster-whisper,base,ok,1.3887,你没有多两个小时但是你自己的什么人多了两个吗我可以给你解释好我先聊完稍微玩,
controlled_route_sensitive_v1_0034,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_mixed.wav,faster-whisper,base,ok,0.6346,他讓你在那個時間擁有了之謊,
controlled_route_sensitive_v1_0034,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_spk1.wav,faster-whisper,base,ok,0.6532,他讓你在那個時間段裡擁有了自己,
controlled_route_sensitive_v1_0034,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_spk2.wav,faster-whisper,base,ok,0.5313,你上班的時間必定也晚,
controlled_route_sensitive_v1_0034,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_spk2.wav,faster-whisper,base,ok,1.1845,"[SPEAKER_1] 他讓你在那個時間段裡擁有了自己
[SPEAKER_2] 你上班的時間必定也晚",
controlled_route_sensitive_v1_0034,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_spk2.wav,faster-whisper,base,ok,1.1845,他讓你在那個時間段裡擁有了自己你上班的時間必定也晚,
controlled_route_sensitive_v1_0035,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_mixed.wav,faster-whisper,base,ok,0.6266,哪怕这个自己是一个刷短缘的自己,
controlled_route_sensitive_v1_0035,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_spk1.wav,faster-whisper,base,ok,0.4864,哪怕这个自己是一个刷抖音的自己,
controlled_route_sensitive_v1_0035,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_spk2.wav,faster-whisper,base,ok,0.4798,你下班的時間必定也晚,
controlled_route_sensitive_v1_0035,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_spk2.wav,faster-whisper,base,ok,0.9662,"[SPEAKER_1] 哪怕这个自己是一个刷抖音的自己
[SPEAKER_2] 你下班的時間必定也晚",
controlled_route_sensitive_v1_0035,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_spk2.wav,faster-whisper,base,ok,0.9662,哪怕这个自己是一个刷抖音的自己你下班的時間必定也晚,
controlled_route_sensitive_v1_0036,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_mixed.wav,faster-whisper,base,ok,0.5689,我忘记在抽一件事的生活空间必定也就这么点,
controlled_route_sensitive_v1_0036,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_spk1.wav,faster-whisper,base,ok,0.5281,我往这里再稍微解释一下,
controlled_route_sensitive_v1_0036,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_spk2.wav,faster-whisper,base,ok,0.585,那你個人的生活空間必定也就這麼點,
controlled_route_sensitive_v1_0036,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_spk2.wav,faster-whisper,base,ok,1.1131,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 那你個人的生活空間必定也就這麼點",
controlled_route_sensitive_v1_0036,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_spk2.wav,faster-whisper,base,ok,1.1131,我往这里再稍微解释一下那你個人的生活空間必定也就這麼點,
controlled_route_sensitive_v1_0037,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_mixed.wav,faster-whisper,base,ok,0.7182,其实不落分一心要没有你是怎么多出恶爱的时间来过自己的生活来的,
controlled_route_sensitive_v1_0037,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_spk1.wav,faster-whisper,base,ok,0.5551,其实不落分也是一种样的,
controlled_route_sensitive_v1_0037,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_spk2.wav,faster-whisper,base,ok,0.6983,你是怎么多出恶爱的时间来过自己的生活的,
controlled_route_sensitive_v1_0037,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_spk2.wav,faster-whisper,base,ok,1.2534,"[SPEAKER_1] 其实不落分也是一种样的
[SPEAKER_2] 你是怎么多出恶爱的时间来过自己的生活的",
controlled_route_sensitive_v1_0037,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_spk2.wav,faster-whisper,base,ok,1.2534,其实不落分也是一种样的你是怎么多出恶爱的时间来过自己的生活的,
controlled_route_sensitive_v1_0038,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_mixed.wav,faster-whisper,base,ok,0.5756,光觉得碗税碗介绍也有2点10点几,
controlled_route_sensitive_v1_0038,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_spk1.wav,faster-whisper,base,ok,0.4675,光絕到晚睡晚寫少夜,
controlled_route_sensitive_v1_0038,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_spk2.wav,faster-whisper,base,ok,0.4276,意思是2点10点几,
controlled_route_sensitive_v1_0038,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_spk2.wav,faster-whisper,base,ok,0.8951,"[SPEAKER_1] 光絕到晚睡晚寫少夜
[SPEAKER_2] 意思是2点10点几",
controlled_route_sensitive_v1_0038,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_spk2.wav,faster-whisper,base,ok,0.8951,光絕到晚睡晚寫少夜意思是2点10点几,
controlled_route_sensitive_v1_0039,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_mixed.wav,faster-whisper,base,ok,2.0055,哇! 昨天早期也上午一跟8點睡6點起,
controlled_route_sensitive_v1_0039,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_spk1.wav,faster-whisper,base,ok,1.3509,哇 吹早期也沒問題了,
controlled_route_sensitive_v1_0039,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_spk2.wav,faster-whisper,base,ok,0.6615,跟八点税六点税,
controlled_route_sensitive_v1_0039,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_spk2.wav,faster-whisper,base,ok,2.0124,"[SPEAKER_1] 哇 吹早期也沒問題了
[SPEAKER_2] 跟八点税六点税",
controlled_route_sensitive_v1_0039,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_spk2.wav,faster-whisper,base,ok,2.0124,哇吹早期也沒問題了跟八点税六点税,
controlled_route_sensitive_v1_0040,mixed,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0040_mixed.wav,faster-whisper,base,ok,0.5637,因为你可以早睡的我的个人是可以支配的,
controlled_route_sensitive_v1_0040,spk1,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0040_spk1.wav,faster-whisper,base,ok,0.5026,因為你可以早睡早起,
controlled_route_sensitive_v1_0040,spk2,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0040_spk2.wav,faster-whisper,base,ok,0.4361,我的個人是可以支配的,
controlled_route_sensitive_v1_0040,separated,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0040_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0040_spk2.wav,faster-whisper,base,ok,0.9387,"[SPEAKER_1] 因為你可以早睡早起
[SPEAKER_2] 我的個人是可以支配的",
controlled_route_sensitive_v1_0040,cleaned,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0040_spk1.wav|resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0040_spk2.wav,faster-whisper,base,ok,0.9387,因為你可以早睡早起我的個人是可以支配的,
