sample_id,split,mixed_path,spk1_path,spk2_path,reference_path,reference_text,reference_spk1,reference_spk2,overlap_ratio,dominance_type,style,duration,reference_type,mode_status,source_utterance_ids,sample_rate
controlled_route_sensitive_v1_0001,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0001_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0001_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0001_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0001.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",他让你在那个时间段里拥有了自己,"你方式要,那它是怎么缓解我们的空虚的",0.0,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_001|pro_001,16000
controlled_route_sensitive_v1_0002,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0002_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0002_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0002_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0002.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 没问题没问题 先不着急",哪怕自己是刷抖音的自己,没问题没问题 先不着急,0.1,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_002|pro_002,16000
controlled_route_sensitive_v1_0003,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0003_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0003_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0003_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0003.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 因為有一個前提性的問題沒有討論",我往这里再稍微解释一下,因為有一個前提性的問題沒有討論,0.2,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_003|pro_003,16000
controlled_route_sensitive_v1_0004,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0004_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0004.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",其实不落分也是一种,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.3,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_004|pro_004,16000
controlled_route_sensitive_v1_0005,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0005_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0005.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 好我先聊完 都帅玩起",刚觉得晚睡晚起少夜,好我先聊完 都帅玩起,0.4,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_005|pro_005,16000
controlled_route_sensitive_v1_0006,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0006_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0006.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 既然你是晚睡晚起",晚睡早起也算好夜了,既然你是晚睡晚起,0.5,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_006|pro_006,16000
controlled_route_sensitive_v1_0007,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0007_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0007.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 上班的時間必定也晚",因为你可以早睡早起,上班的時間必定也晚,0.6,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_007|pro_007,16000
controlled_route_sensitive_v1_0008,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0008_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0008.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 你下班的時間必定也晚",因为你可以为了身体建立方式,你下班的時間必定也晚,0.7,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_008|pro_008,16000
controlled_route_sensitive_v1_0009,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0009_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0009.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 那你个人的生活空间必定也就这么点",總睡晚睡,那你个人的生活空间必定也就这么点,0.8,speaker_A_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_009|pro_009,16000
controlled_route_sensitive_v1_0010,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0010_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0010.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",哦不太一致我可以給你擠我,你是怎么多出额外的时间来过自己的生活的,0.0,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_010|pro_010,16000
controlled_route_sensitive_v1_0011,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0011_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0011.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 我的意思是2点睡10点起",你没有多两个小时但是你自己的是不是多两个我可以给你解释,我的意思是2点睡10点起,0.1,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_011|pro_011,16000
controlled_route_sensitive_v1_0012,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0012_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0012.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 我的个人可以支配的",他让你在那个时间段里拥有了自己,我的个人可以支配的,0.2,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_001|pro_013,16000
controlled_route_sensitive_v1_0013,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0013_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0013.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 日常時間是一致的沒錯吧",哪怕自己是刷抖音的自己,日常時間是一致的沒錯吧,0.3,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_002|pro_014,16000
controlled_route_sensitive_v1_0014,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0014_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0014.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 我多了两个小时",我往这里再稍微解释一下,我多了两个小时,0.4,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_003|pro_015,16000
controlled_route_sensitive_v1_0015,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0015_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0015.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",其实不落分也是一种,"你方式要,那它是怎么缓解我们的空虚的",0.5,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_004|pro_001,16000
controlled_route_sensitive_v1_0016,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0016_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0016.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 没问题没问题 先不着急",刚觉得晚睡晚起少夜,没问题没问题 先不着急,0.6,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_005|pro_002,16000
controlled_route_sensitive_v1_0017,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0017_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0017.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 因為有一個前提性的問題沒有討論",晚睡早起也算好夜了,因為有一個前提性的問題沒有討論,0.7,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_006|pro_003,16000
controlled_route_sensitive_v1_0018,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0018_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0018.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",因为你可以早睡早起,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.8,speaker_B_dominant,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_007|pro_004,16000
controlled_route_sensitive_v1_0019,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0019_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0019.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 好我先聊完 都帅玩起",因为你可以为了身体建立方式,好我先聊完 都帅玩起,0.0,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_008|pro_005,16000
controlled_route_sensitive_v1_0020,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0020_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0020.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 既然你是晚睡晚起",總睡晚睡,既然你是晚睡晚起,0.1,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_009|pro_006,16000
controlled_route_sensitive_v1_0021,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0021_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0021.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 上班的時間必定也晚",哦不太一致我可以給你擠我,上班的時間必定也晚,0.2,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_010|pro_007,16000
controlled_route_sensitive_v1_0022,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0022_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0022.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 你下班的時間必定也晚",你没有多两个小时但是你自己的是不是多两个我可以给你解释,你下班的時間必定也晚,0.3,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_011|pro_008,16000
controlled_route_sensitive_v1_0023,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0023_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0023.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",他让你在那个时间段里拥有了自己,你是怎么多出额外的时间来过自己的生活的,0.4,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_001|pro_010,16000
controlled_route_sensitive_v1_0024,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0024_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0024.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 我的意思是2点睡10点起",哪怕自己是刷抖音的自己,我的意思是2点睡10点起,0.5,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_002|pro_011,16000
controlled_route_sensitive_v1_0025,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0025_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0025.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 跟8点睡6点起午",我往这里再稍微解释一下,跟8点睡6点起午,0.6,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_003|pro_012,16000
controlled_route_sensitive_v1_0026,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0026_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0026.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 我的个人可以支配的",其实不落分也是一种,我的个人可以支配的,0.7,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_004|pro_013,16000
controlled_route_sensitive_v1_0027,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0027_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0027.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 日常時間是一致的沒錯吧",刚觉得晚睡晚起少夜,日常時間是一致的沒錯吧,0.8,balanced,clean_turn_taking,short,silver_plus_unverified,silver_plus,con_005|pro_014,16000
controlled_route_sensitive_v1_0028,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0028_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0028.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 我多了两个小时",晚睡早起也算好夜了,我多了两个小时,0.0,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_006|pro_015,16000
controlled_route_sensitive_v1_0029,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0029_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0029.json,"[SPEAKER_1] 因为你可以早睡早起
[SPEAKER_2] 你方式要,那它是怎么缓解我们的空虚的",因为你可以早睡早起,"你方式要,那它是怎么缓解我们的空虚的",0.1,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_007|pro_001,16000
controlled_route_sensitive_v1_0030,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0030_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0030.json,"[SPEAKER_1] 因为你可以为了身体建立方式
[SPEAKER_2] 没问题没问题 先不着急",因为你可以为了身体建立方式,没问题没问题 先不着急,0.2,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_008|pro_002,16000
controlled_route_sensitive_v1_0031,test,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0031_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0031.json,"[SPEAKER_1] 總睡晚睡
[SPEAKER_2] 因為有一個前提性的問題沒有討論",總睡晚睡,因為有一個前提性的問題沒有討論,0.3,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_009|pro_003,16000
controlled_route_sensitive_v1_0032,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0032_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0032.json,"[SPEAKER_1] 哦不太一致我可以給你擠我
[SPEAKER_2] 只在讲的熬夜所谓的熬夜就是晚睡晚起是吧",哦不太一致我可以給你擠我,只在讲的熬夜所谓的熬夜就是晚睡晚起是吧,0.4,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_010|pro_004,16000
controlled_route_sensitive_v1_0033,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0033_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0033.json,"[SPEAKER_1] 你没有多两个小时但是你自己的是不是多两个我可以给你解释
[SPEAKER_2] 好我先聊完 都帅玩起",你没有多两个小时但是你自己的是不是多两个我可以给你解释,好我先聊完 都帅玩起,0.5,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_011|pro_005,16000
controlled_route_sensitive_v1_0034,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0034_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0034.json,"[SPEAKER_1] 他让你在那个时间段里拥有了自己
[SPEAKER_2] 上班的時間必定也晚",他让你在那个时间段里拥有了自己,上班的時間必定也晚,0.6,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_001|pro_007,16000
controlled_route_sensitive_v1_0035,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0035_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0035.json,"[SPEAKER_1] 哪怕自己是刷抖音的自己
[SPEAKER_2] 你下班的時間必定也晚",哪怕自己是刷抖音的自己,你下班的時間必定也晚,0.7,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_002|pro_008,16000
controlled_route_sensitive_v1_0036,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0036_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0036.json,"[SPEAKER_1] 我往这里再稍微解释一下
[SPEAKER_2] 那你个人的生活空间必定也就这么点",我往这里再稍微解释一下,那你个人的生活空间必定也就这么点,0.8,speaker_A_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_003|pro_009,16000
controlled_route_sensitive_v1_0037,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0037_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0037.json,"[SPEAKER_1] 其实不落分也是一种
[SPEAKER_2] 你是怎么多出额外的时间来过自己的生活的",其实不落分也是一种,你是怎么多出额外的时间来过自己的生活的,0.0,speaker_B_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_004|pro_010,16000
controlled_route_sensitive_v1_0038,dev,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0038_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0038.json,"[SPEAKER_1] 刚觉得晚睡晚起少夜
[SPEAKER_2] 我的意思是2点睡10点起",刚觉得晚睡晚起少夜,我的意思是2点睡10点起,0.1,speaker_B_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_005|pro_011,16000
controlled_route_sensitive_v1_0039,train,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_mixed.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_spk1.wav,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0039_spk2.wav,resources/controlled_route_sensitive_v1/references/controlled_route_sensitive_v1_0039.json,"[SPEAKER_1] 晚睡早起也算好夜了
[SPEAKER_2] 跟8点睡6点起午",晚睡早起也算好夜了,跟8点睡6点起午,0.2,speaker_B_dominant,short_backchannel,short,silver_plus_unverified,silver_plus,con_006|pro_012,16000
